,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0,0,29,68,108,99,136,171,240,259,286,330
1,0,21,53,91,134,157,171,213,266,307,330
2,0,12,65,74,131,121,173,238,243,259,330
3,0,28,48,75,144,160,215,228,233,264,330
4,0,11,51,63,133,125,173,232,226,270,330
5,0,23,51,62,126,168,206,234,283,277,330
6,0,37,58,85,154,167,182,221,285,275,330
7,0,28,68,70,140,173,185,203,252,298,330
8,0,17,56,83,121,156,183,221,244,307,330
9,0,30,52,87,142,158,199,218,292,292,330
