,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0,0,24,157,-1,-1,26,36,20,23,25,11
1,0,22,-1,44,64,27,72,14,29,18,15
2,0,25,29,-1,39,21,23,18,50,19,56
3,0,22,-1,-1,-1,30,27,41,25,15,16
4,0,68,-1,-1,45,126,19,24,15,39,8
5,0,22,-1,-1,-1,39,26,28,10,42,13
6,0,13,-1,-1,17,41,14,30,22,30,10
7,0,27,-1,-1,14,30,15,22,16,53,21
8,0,13,-1,77,51,32,31,33,23,21,34
9,0,47,-1,-1,-1,62,39,38,40,21,22
10,0,38,33,-1,-1,25,17,15,24,12,20
11,0,27,-1,-1,41,9,23,14,19,9,12
12,0,33,-1,-1,33,28,55,36,30,16,40
13,0,23,-1,-1,22,18,39,24,12,30,24
14,0,56,-1,-1,19,34,14,16,44,21,22
15,0,61,67,-1,-1,29,33,15,43,16,31
16,0,56,55,-1,32,16,38,8,21,36,19
17,0,67,82,-1,65,63,22,9,9,19,36
18,0,82,62,-1,29,25,31,35,20,24,11
19,0,81,28,-1,52,30,47,19,24,10,27
20,0,58,18,-1,24,24,22,30,14,21,37
21,0,14,-1,-1,27,27,33,26,12,22,36
22,0,48,60,-1,28,38,21,13,24,21,16
23,0,25,50,-1,-1,29,31,17,37,19,10
24,0,47,36,-1,62,48,25,32,28,11,32
25,0,33,14,-1,60,20,14,19,32,23,10
26,0,22,31,-1,-1,27,50,17,37,22,13
27,0,28,27,-1,-1,21,16,12,40,24,32
28,0,24,16,-1,24,-1,27,23,18,15,12
29,0,26,42,-1,44,34,29,22,34,25,31
30,0,26,-1,-1,37,20,67,26,15,11,26
31,0,32,-1,-1,33,24,29,16,11,23,16
32,0,58,-1,-1,29,35,27,14,40,11,14
33,0,94,-1,-1,42,17,26,19,36,21,22
34,0,19,-1,-1,43,37,37,56,14,14,35
35,0,12,-1,-1,47,28,25,24,42,16,19
36,0,29,-1,-1,16,50,18,15,75,23,24
37,0,74,-1,-1,33,16,14,42,18,27,24
38,0,53,-1,-1,-1,44,18,22,22,32,12
39,0,23,-1,-1,21,36,31,21,17,25,16
40,0,23,-1,-1,50,44,16,21,33,15,12
41,0,50,-1,-1,-1,18,46,35,30,39,44
42,0,56,-1,-1,-1,47,36,58,20,28,20
43,0,101,-1,-1,-1,17,26,37,29,37,23
44,0,47,57,-1,-1,14,43,26,26,49,42
45,0,72,25,-1,22,20,41,34,47,37,20
46,0,67,-1,-1,34,16,28,16,15,43,15
47,0,32,38,-1,36,19,27,56,25,12,10
48,0,42,28,-1,-1,33,42,71,5,55,13
49,0,17,29,-1,24,-1,11,14,29,34,14
50,0,64,13,-1,-1,13,14,24,38,21,23
51,0,45,82,-1,9,13,13,46,30,12,39
52,0,55,-1,-1,-1,19,30,28,18,26,12
53,0,69,62,-1,-1,29,34,8,36,42,36
54,0,49,29,-1,76,56,23,13,20,24,20
55,0,25,27,-1,30,24,22,23,31,24,34
56,0,40,48,-1,-1,42,57,14,14,12,21
57,0,64,-1,-1,38,13,14,45,21,12,33
58,0,45,27,-1,-1,31,33,25,20,9,16
59,0,27,9,-1,32,23,42,21,40,23,36
60,0,21,43,-1,-1,21,26,26,13,10,24
61,0,41,61,-1,34,24,31,28,27,28,32
62,0,60,-1,-1,-1,18,21,56,30,22,28
63,0,37,32,-1,28,28,27,32,24,34,12
