,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0,0,12,26,70,87,99,156,180,160,195,234
1,0,12,26,70,87,110,156,191,169,195,234
2,0,12,26,70,88,99,156,180,160,196,234
3,0,12,26,70,87,96,156,180,169,202,234
4,0,12,26,70,89,99,156,191,159,195,234
5,0,12,26,70,87,99,156,191,163,195,234
6,0,12,26,70,88,97,156,180,169,200,234
7,0,12,26,70,87,99,156,180,164,195,234
8,0,12,26,70,88,96,156,180,169,200,234
9,0,12,26,70,83,96,156,191,160,196,234
10,0,12,24,77,88,99,156,185,156,194,234
11,0,12,24,77,88,99,156,178,164,194,234
12,0,12,24,77,88,99,156,182,164,194,234
13,0,12,24,77,88,99,156,178,156,194,234
14,0,12,24,77,88,99,156,178,164,194,234
15,0,12,24,77,88,96,156,185,163,194,234
16,0,12,24,77,83,99,156,180,156,194,234
17,0,12,24,77,83,96,168,180,164,195,234
18,0,12,24,77,88,99,156,178,156,194,234
19,0,12,24,77,88,99,156,180,156,194,234
20,0,11,26,70,88,97,159,184,159,196,234
21,0,11,26,70,94,98,157,184,163,195,234
22,0,11,26,70,88,97,163,178,159,199,234
23,0,11,26,70,88,99,157,184,153,196,234
24,0,11,26,70,88,99,156,185,153,196,234
25,0,11,26,70,83,98,157,182,163,195,234
26,0,10,26,70,88,97,157,184,153,195,234
27,0,10,26,70,88,99,162,185,163,196,234
28,0,11,26,70,88,97,157,181,153,195,234
29,0,11,26,70,88,97,157,185,163,196,234
30,0,9,26,70,85,97,156,181,164,194,234
31,0,9,26,70,85,97,157,182,163,195,234
32,0,9,26,70,85,97,157,182,153,196,234
33,0,9,26,79,85,97,156,182,159,195,234
34,0,9,26,70,85,97,157,181,167,195,234
35,0,9,26,70,95,97,156,181,156,195,234
36,0,9,26,70,85,97,159,182,163,196,234
37,0,9,26,70,85,97,159,182,159,194,234
38,0,9,26,77,85,97,156,182,153,194,234
39,0,9,26,70,85,97,157,182,159,194,234
40,0,7,26,70,88,97,156,180,163,206,234
41,0,7,26,78,88,99,157,180,163,201,234
42,0,7,26,77,88,96,163,180,153,196,234
43,0,7,26,70,88,96,156,178,153,195,234
44,0,7,26,81,88,97,156,180,153,199,234
45,0,7,26,87,88,97,156,180,163,196,234
46,0,7,26,70,88,97,156,178,163,196,234
47,0,7,26,87,88,97,157,178,153,199,234
48,0,7,26,70,88,99,156,180,163,194,234
49,0,7,26,77,88,97,156,180,153,200,234
50,0,9,24,74,88,96,159,180,164,201,234
51,0,9,24,81,88,97,159,180,159,200,234
52,0,9,24,74,88,96,169,180,156,196,234
53,0,9,24,81,88,96,159,180,156,196,234
54,0,9,24,87,88,96,159,180,156,199,234
55,0,9,24,70,88,96,159,180,163,199,234
56,0,9,24,81,88,96,159,180,163,200,234
57,0,9,24,74,88,96,169,180,159,201,234
58,0,9,24,74,88,96,169,180,156,201,234
59,0,9,24,70,88,97,159,180,160,199,234
60,0,8,26,78,89,99,160,180,160,200,234
61,0,8,24,76,89,96,159,180,164,200,234
62,0,8,26,74,95,96,156,184,163,200,234
63,0,8,26,77,87,99,156,180,160,200,234
64,0,8,24,78,88,97,156,184,163,200,234
65,0,8,24,74,87,97,156,180,160,200,234
66,0,8,26,77,87,99,156,181,160,200,234
67,0,8,26,76,88,97,156,181,167,200,234
68,0,8,24,77,89,96,159,182,163,200,234
69,0,8,24,74,89,97,163,180,163,199,234
70,0,9,26,70,88,97,157,180,160,194,234
